label,tau,accuracy,precision,recall,rec_lo,rec_hi,specificity,f1,f1_lo,f1_hi,roc_auc,pr_auc,brier,tp,tn,fp,fn
Default (tau=0.50),0.5,0.819672131147541,0.7931034482758621,0.8214285714285714,0.6666666666666666,0.9583333333333334,0.8181818181818182,0.8070175438596491,0.6808510638297872,0.9063210227272727,0.8798701298701299,0.8741105307097333,0.14129177359779097,23,27,6,5
Youden (tau*=0.507),0.5073030236606727,0.819672131147541,0.7931034482758621,0.8214285714285714,0.6666666666666666,0.9583333333333334,0.8181818181818182,0.8070175438596491,0.6808510638297872,0.9063210227272727,0.8798701298701299,0.8741105307097333,0.14129177359779097,23,27,6,5
Screening (tau=0.251),0.2512152039064317,0.7704918032786885,0.6842105263157895,0.9285714285714286,0.8148148148148148,1.0,0.6363636363636364,0.7878787878787878,0.6666666666666666,0.8857233273056058,0.8798701298701299,0.8741105307097333,0.14129177359779097,26,21,12,2
