model,threshold,net_benefit,treat_all_nb,advantage
Gradient Boosting,0.0447,0.4336994266332876,0.4336994266332876,0.0
Gradient Boosting,0.0497,0.4307449891208076,0.4307449891208076,0.0
Gradient Boosting,0.0546,0.42775956284153005,0.42775956284153005,0.0
Gradient Boosting,0.0596,0.4247426576684133,0.4247426576684133,0.0
Gradient Boosting,0.0645,0.4228247615793783,0.4216937730836519,0.0011309884957264038
Gradient Boosting,0.0695,0.419836761403088,0.41861239790185256,0.0012243635012354481
Gradient Boosting,0.0745,0.41945422666234033,0.4154980099843121,0.003956216678028257
Gradient Boosting,0.0794,0.41659246844393233,0.41235007594406325,0.004242392499869074
Gradient Boosting,0.0844,0.41521027418694784,0.4091680508413375,0.006042223345610331
Gradient Boosting,0.0893,0.4155995625188146,0.40595137786907937,0.009648184649735214
Gradient Boosting,0.0943,0.4129389253762218,0.4026994880281326,0.010239437348089186
Gradient Boosting,0.0992,0.4102489986373209,0.3994117997916982,0.010837198845622675
Gradient Boosting,0.1042,0.4075292959739181,0.3960877187586504,0.011441577215267729
Gradient Boosting,0.1092,0.4067881007204702,0.3927266372952753,0.014061463425194931
Gradient Boosting,0.1141,0.40833387760433676,0.38932793416497946,0.019005943439357298
Gradient Boosting,0.1191,0.40583427031743824,0.385890974145494,0.019943296171944236
Gradient Boosting,0.124,0.40330636739931813,0.3824151076330788,0.020891259766239345
Gradient Boosting,0.129,0.4007496856539584,0.37889967023320914,0.02185001542074927
Gradient Boosting,0.1339,0.38177028819754844,0.3753439823372029,0.006426305860345538
Gradient Boosting,0.1389,0.38179907113957384,0.37174734868422105,0.010051722455352796
Gradient Boosting,0.1439,0.37926329271981823,0.36810905790804993,0.011154234811768304
Gradient Boosting,0.1488,0.3766979731949653,0.36442838206804357,0.01226959112692172
Gradient Boosting,0.1538,0.37410259332215473,0.36070457616357626,0.013398017158578468
Gradient Boosting,0.1587,0.37147662161785966,0.35693687763132687,0.014539743986532794
Gradient Boosting,0.1637,0.3752372041537083,0.3531245058246798,0.022112698329028513
Gradient Boosting,0.1687,0.372782212294502,0.3492666614744985,0.023515550820003506
Gradient Boosting,0.1736,0.35390431990718046,0.3453625261304874,0.008541793776693063
Gradient Boosting,0.1786,0.3585174625801853,0.3414112615823236,0.017106200997861698
Gradient Boosting,0.1835,0.3562148627580668,0.33741200925969667,0.01880285349837013
Gradient Boosting,0.1885,0.35388412720238605,0.33336388961035657,0.020520237592029478
Gradient Boosting,0.1934,0.31873785180655806,0.3292660014552212,-0.010528149648663165
Gradient Boosting,0.1984,0.3163492753648095,0.3251174213195527,-0.008768145954743178
Gradient Boosting,0.2034,0.31393096769730927,0.32091720273915747,-0.006986235041848199
Gradient Boosting,0.2083,0.31148237021930425,0.3166643755405173,-0.005182005321213046
Gradient Boosting,0.2133,0.3134471056695886,0.3123579450936993,0.0010891605758893141
Gradient Boosting,0.2182,0.3110683491840284,0.30799689153683896,0.0030714576471894683
Gradient Boosting,0.2232,0.3133694164047925,0.3035801689709231,0.009789247433869386
Gradient Boosting,0.2282,0.3110649044682617,0.29910670462353983,0.01195819984472185
Gradient Boosting,0.2331,0.30873059498532385,0.2945753979801899,0.014155197005133957
Gradient Boosting,0.2381,0.3063659062679108,0.2899851198816823,0.01638078638622853
Gradient Boosting,0.243,0.303970241388347,0.2853347115860583,0.01863552980228872
Gradient Boosting,0.248,0.31235470947390404,0.28062298379340855,0.03173172568049548
Gradient Boosting,0.2529,0.31018458758228995,0.27584871563185753,0.03433587195043242
Gradient Boosting,0.2579,0.3079854684782185,0.27101065360290033,0.036974814875318174
Gradient Boosting,0.2629,0.3057567670606176,0.2661075104841784,0.039649256576439196
Gradient Boosting,0.2678,0.30349788238038883,0.2611379641876751,0.04235991819271373
Gradient Boosting,0.2728,0.30120819710017543,0.2561006565712056,0.045107540528969814
Gradient Boosting,0.2777,0.29888707693187994,0.25099419220095553,0.0478928847309244
Gradient Boosting,0.2827,0.3029944535775193,0.2458171370627007,0.05717731651481861
Gradient Boosting,0.2876,0.3007675542499763,0.24056801721920645,0.060199537030769856
Gradient Boosting,0.2926,0.2821159965569486,0.2352453174111681,0.04687067914578047
Gradient Boosting,0.2976,0.27982600475780495,0.22984747959890092,0.049978525158904025
Gradient Boosting,0.3025,0.2846138652972546,0.2243729014418329,0.060240963855421686
Gradient Boosting,0.3075,0.2824263329494073,0.21881993471268207,0.0636063982367252
Gradient Boosting,0.3124,0.2802072522249961,0.21318688364302288,0.06702036858197322
Gradient Boosting,0.3174,0.2779559356855559,0.20747200319675158,0.0704839324888043
Gradient Boosting,0.3224,0.27567167577413476,0.20167349726775957,0.07399817850637519
Gradient Boosting,0.3273,0.2813303160934252,0.19578951679790296,0.08554079929552222
Gradient Boosting,0.3323,0.2791589128255066,0.1898181578111267,0.08934075501437988
Gradient Boosting,0.3372,0.27695502247940684,0.1837574593593525,0.09319756312005434
Gradient Boosting,0.3422,0.27471791048526933,0.17760540137547431,0.09711250910979502
Gradient Boosting,0.3471,0.272446819959106,0.17135990242852528,0.10108691753058074
Gradient Boosting,0.3521,0.27014097084901445,0.1650188173757734,0.10512215347324105
Gradient Boosting,0.3571,0.2769036941490558,0.15857993490618388,0.11832375924287192
Gradient Boosting,0.362,0.2747240408367738,0.15204097496933783,0.12268306586743599
Gradient Boosting,0.367,0.2725102445415037,0.14539958608352754,0.12711065845797614
Gradient Boosting,0.3719,0.2702614966857784,0.13865334251635175,0.13160815416942667
Gradient Boosting,0.3769,0.2679769629572311,0.13179974133070982,0.1361772216265213
Gradient Boosting,0.3818,0.26565578227654013,0.12483619928863687,0.14081958298790326
Gradient Boosting,0.3868,0.2632970657153063,0.1177600496049353,0.145537016110371
Gradient Boosting,0.3918,0.26089989536100444,0.11056853854202991,0.15033135681897453
Gradient Boosting,0.3967,0.2584633231259662,0.10325882183691504,0.15520450128905117
Gradient Boosting,0.4017,0.2559863694971449,0.09582796095045126,0.16015840854669366
Gradient Boosting,0.4066,0.25346802222320247,0.0882729191286239,0.16519510309457858
Gradient Boosting,0.4116,0.2623746845163677,0.08059055726466907,0.18178412725169862
Gradient Boosting,0.4166,0.24361368804055508,0.0727776295502251,0.17083605849032998
Gradient Boosting,0.4215,0.24120555148074413,0.064830778902849,0.17637477257789513
Gradient Boosting,0.4265,0.23875577973938633,0.05674653215636821,0.18200924758301812
Gradient Boosting,0.4314,0.23626328363127114,0.04852129499958807,0.18774198863168307
Gradient Boosting,0.4364,0.23372693564589972,0.04015134664786241,0.1935755889980373
Gradient Boosting,0.4413,0.23114556824682886,0.03163283423092855,0.1995127340159003
Gradient Boosting,0.4463,0.2121245294566951,0.022961766879224965,0.18916276257747014
Gradient Boosting,0.4513,0.20944945145984487,0.014134009489619181,0.19531544197022568
Gradient Boosting,0.4562,0.20672559287210784,0.00514527615008703,0.2015803167220208
Gradient Boosting,0.4612,0.20395160713007374,-0.004008876798625549,0.20796048392869929
Gradient Boosting,0.4661,0.20112609764845832,-0.013333058087956429,0.21445915573641475
Gradient Boosting,0.4711,0.1982476154755765,-0.02283204925846638,0.2210796647340429
Gradient Boosting,0.4761,0.19531465681570195,-0.032510812836052394,0.22782546965175435
Gradient Boosting,0.481,0.19232566040941138,-0.042374500976811336,0.2347001613862227
Gradient Boosting,0.486,0.17288556213937506,-0.05242846461219347,0.22531402675156853
Gradient Boosting,0.4909,0.16977956258896246,-0.06267826312855512,0.23245782571751758
Gradient Boosting,0.4959,0.1666124681982516,-0.07312967461790082,0.23974214281615241
Gradient Boosting,0.5008,0.16338245846442565,-0.08378870673952649,0.24717116520395213
Gradient Boosting,0.5058,0.16008763982929183,-0.09466160823546804,0.25474924806475985
Gradient Boosting,0.5108,0.15672604197757511,-0.10575488114613335,0.26248092312370847
Gradient Boosting,0.5157,0.17075293776294792,-0.11707529377629472,0.28782823153924264
Gradient Boosting,0.5207,0.18540914629940447,-0.12862989446577616,0.31403904076518063
Gradient Boosting,0.5256,0.2007143998025236,-0.1404260262237002,0.3411404260262238
Gradient Boosting,0.5306,0.19815933275812478,-0.15247134229015175,0.3506306750482765
Gradient Boosting,0.5355,0.195549715702646,-0.1647738226945516,0.3603235383971976
Gradient Boosting,0.5405,0.19288378284384852,-0.17734179188602545,0.37022557472987394
Gradient Boosting,0.5455,0.1901596913462383,-0.19018393751761647,0.38034362886385475
Gradient Boosting,0.5504,0.1873755170828864,-0.20330933047341831,0.3906848475563047
Gradient Boosting,0.5554,0.18452925010302057,-0.21672744623564294,0.4012566963386635
Gradient Boosting,0.5603,0.1816187897929513,-0.2304481876973981,0.4120669774903494
Gradient Boosting,0.5653,0.17864193970584968,-0.2444819095365915,0.4231238492424412
Gradient Boosting,0.5703,0.1755964020336331,-0.25883944427704103,0.4344358463106741
Gradient Boosting,0.5752,0.17247977169171896,-0.27353213017463623,0.4460119018663552
Gradient Boosting,0.5802,0.16928952998464344,-0.28857184107942085,0.4578613710640643
Gradient Boosting,0.5851,0.16602303781748387,-0.30397101843888746,0.46999405625637136
Gradient Boosting,0.5901,0.16267752841462835,-0.31974270562377777,0.4824202340384061
Gradient Boosting,0.595,0.18333849278300715,-0.3359005847754278,0.5192390775584349
Gradient Boosting,0.6,0.18032786885245902,-0.3524590163934425,0.5327868852459016
XGBoost,0.01,0.453551912568306,0.453551912568306,0.0
XGBoost,0.015,0.4508014913809259,0.4508014913809259,0.0
XGBoost,0.0199,0.44802324290210177,0.44802324290210177,0.0
XGBoost,0.0249,0.4452167426721142,0.4452167426721142,0.0
XGBoost,0.0298,0.4423815575545442,0.4423815575545442,0.0
XGBoost,0.0348,0.4395172455134262,0.4395172455134262,0.0
XGBoost,0.0397,0.4366233553834964,0.4366233553834964,0.0
XGBoost,0.0447,0.4336994266332876,0.4336994266332876,0.0
XGBoost,0.0497,0.4307449891208076,0.4307449891208076,0.0
XGBoost,0.0546,0.42775956284153005,0.42775956284153005,0.0
XGBoost,0.0596,0.4247426576684133,0.4247426576684133,0.0
XGBoost,0.0645,0.4216937730836519,0.4216937730836519,0.0
XGBoost,0.0695,0.41861239790185256,0.41861239790185256,0.0
XGBoost,0.0745,0.4154980099843121,0.4154980099843121,0.0
XGBoost,0.0794,0.41235007594406325,0.41235007594406325,0.0
XGBoost,0.0844,0.4091680508413375,0.4091680508413375,0.0
XGBoost,0.0893,0.40595137786907937,0.40595137786907937,0.0
XGBoost,0.0943,0.4026994880281326,0.4026994880281326,0.0
XGBoost,0.0992,0.3994117997916982,0.3994117997916982,0.0
XGBoost,0.1042,0.3960877187586504,0.3960877187586504,0.0
XGBoost,0.1092,0.3927266372952753,0.3927266372952753,0.0
XGBoost,0.1141,0.401998563124551,0.38932793416497946,0.01267062895957155
XGBoost,0.1191,0.3708314632746539,0.385890974145494,-0.01505951087084012
XGBoost,0.124,0.37284073323855416,0.3824151076330788,-0.009574374394524632
XGBoost,0.129,0.37039057989925106,0.37889967023320914,-0.00850909033395808
XGBoost,0.1339,0.3540544581701571,0.3753439823372029,-0.02128952416704577
XGBoost,0.1389,0.3543012189093329,0.37174734868422105,-0.01744612977488813
XGBoost,0.1439,0.35198594296086044,0.36810905790804993,-0.016123114947189487
XGBoost,0.1488,0.3525099980740254,0.36442838206804357,-0.011918383994018178
XGBoost,0.1538,0.35323229198886485,0.36070457616357626,-0.007472284174711408
XGBoost,0.1587,0.3541563296766999,0.35693687763132687,-0.002780547954626955
XGBoost,0.1637,0.3552856992251331,0.3531245058246798,0.0021611934004532873
XGBoost,0.1687,0.3532983248629185,0.3492666614744985,0.004031663388420037
XGBoost,0.1736,0.35128710362509463,0.3453625261304874,0.0059245774946072305
XGBoost,0.1786,0.3563791874554526,0.3414112615823236,0.014967925873129007
XGBoost,0.1835,0.33816790286767134,0.33741200925969667,0.0007558936079746781
XGBoost,0.1885,0.3363278484816077,0.33336388961035657,0.0029639588712511156
XGBoost,0.1934,0.33446517204745524,0.3292660014552212,0.005199170592234015
XGBoost,0.1984,0.3325794538039695,0.3251174213195527,0.007462032484416847
XGBoost,0.2034,0.33067026354015355,0.32091720273915747,0.009753060800996083
XGBoost,0.2083,0.32873716026804434,0.3166643755405173,0.012072784727527042
XGBoost,0.2133,0.3267796918831271,0.3123579450936993,0.014421746789427814
XGBoost,0.2182,0.32479739481182696,0.30799689153683896,0.016800503274988
XGBoost,0.2232,0.32278979364550153,0.3035801689709231,0.01920962467457843
XGBoost,0.2282,0.32075640076032735,0.29910670462353983,0.021649696136787522
XGBoost,0.2331,0.3122693942366073,0.2945753979801899,0.017693996256417432
XGBoost,0.2381,0.31046110286446793,0.2899851198816823,0.020475982982785634
XGBoost,0.243,0.3086291238389191,0.2853347115860583,0.02329441225286083
XGBoost,0.248,0.3067729886478753,0.28062298379340855,0.026150004854466724
XGBoost,0.2529,0.30489221634180974,0.27584871563185753,0.029043500709952208
XGBoost,0.2579,0.3029863131182811,0.27101065360290033,0.03197565951538078
XGBoost,0.2629,0.3010547718896937,0.2661075104841784,0.034947261405515295
XGBoost,0.2678,0.3050933878715241,0.2611379641876751,0.043955423683849026
XGBoost,0.2728,0.3032616396473534,0.2561006565712056,0.0471609830761478
XGBoost,0.2777,0.30140474351271707,0.25099419220095553,0.05041055131176153
XGBoost,0.2827,0.2995221780078971,0.2458171370627007,0.0537050409451964
XGBoost,0.2876,0.3042330549200633,0.24056801721920645,0.06366503770085685
XGBoost,0.2926,0.30245882165071725,0.2352453174111681,0.06721350423954914
XGBoost,0.2976,0.3006595423799615,0.22984747959890092,0.07081206278106059
XGBoost,0.3025,0.2988346829942721,0.2243729014418329,0.07446178155243924
XGBoost,0.3075,0.2969836940845552,0.21881993471268207,0.07816375937187314
XGBoost,0.3124,0.30255538947950517,0.21318688364302288,0.08936850583648229
XGBoost,0.3174,0.3008236075260896,0.20747200319675158,0.09335160432933803
XGBoost,0.3224,0.29906648451730417,0.20167349726775957,0.0973929872495446
XGBoost,0.3273,0.2972834601324991,0.19578951679790296,0.10149394333459616
XGBoost,0.3323,0.30363147970109716,0.1898181578111267,0.11381332188997045
XGBoost,0.3372,0.30197856194152234,0.1837574593593525,0.11822110258216983
XGBoost,0.3422,0.30882833376613583,0.17760540137547431,0.13122293239066152
XGBoost,0.3471,0.30731427341536033,0.17135990242852528,0.13595437098683505
XGBoost,0.3521,0.3057770406752992,0.1650188173757734,0.1407582232995258
XGBoost,0.3571,0.3042160994705503,0.15857993490618388,0.1456361645643664
XGBoost,0.362,0.3026308970616179,0.15204097496933783,0.15058992209228006
XGBoost,0.367,0.3010208633923306,0.14539958608352754,0.15562127730880304
XGBoost,0.3719,0.29938541040634853,0.13865334251635175,0.16073206788999678
XGBoost,0.3769,0.2977239313310414,0.13179974133070982,0.1659241900003316
XGBoost,0.3818,0.29603579992690254,0.12483619928863687,0.17119960063826567
XGBoost,0.3868,0.29432036970055064,0.1177600496049353,0.17656032009561534
XGBoost,0.3918,0.2925769730792402,0.11056853854202991,0.18200843453721027
XGBoost,0.3967,0.2908049205446669,0.10325882183691504,0.18754609870775185
XGBoost,0.4017,0.289003499723706,0.09582796095045126,0.19317553877325472
XGBoost,0.4066,0.287171974433566,0.0882729191286239,0.19889905530494212
XGBoost,0.4116,0.2853095836786679,0.08059055726466907,0.2047190264139988
XGBoost,0.4166,0.2834155405963784,0.0727776295502251,0.21063791104615331
XGBoost,0.4215,0.2814890313485297,0.064830778902849,0.2166582524456807
XGBoost,0.4265,0.27952921395544345,0.05674653215636821,0.22278268179907523
XGBoost,0.4314,0.2775352170689513,0.04852129499958807,0.22901392206936322
XGBoost,0.4364,0.27550613868065416,0.04015134664786241,0.23535479203279175
XGBoost,0.4413,0.27344104476139747,0.03163283423092855,0.24180821053046891
XGBoost,0.4463,0.2713389678276511,0.022961766879224965,0.24837720094842614
XGBoost,0.4513,0.26919890543017094,0.014134009489619181,0.25506489594055176
XGBoost,0.4562,0.2506263759370305,0.00514527615008703,0.2454810997869435
XGBoost,0.4612,0.24840718734340325,-0.004008876798625549,0.2524160641420288
XGBoost,0.4661,0.24614677975811092,-0.013333058087956429,0.2594798378460673
XGBoost,0.4711,0.24384399401980547,-0.02283204925846638,0.2666760432782719
XGBoost,0.4761,0.24149762709190584,-0.032510812836052394,0.2740084399279582
XGBoost,0.481,0.23910642996687337,-0.042374500976811336,0.2814809309436847
XGBoost,0.486,0.23666910544920497,-0.05242846461219347,0.28909757006139847
XGBoost,0.4909,0.2341843058088749,-0.06267826312855512,0.29686256893743
XGBoost,0.4959,0.23165063029630623,-0.07312967461790082,0.30478030491420705
XGBoost,0.5008,0.22906662250924545,-0.08378870673952649,0.3128553292487719
XGBoost,0.5058,0.22643076760113842,-0.09466160823546804,0.32109237583660644
XGBoost,0.5108,0.223741489319765,-0.10575488114613335,0.32949637046589836
XGBoost,0.5157,0.22099714686396832,-0.11707529377629472,0.33807244064026304
XGBoost,0.5207,0.23600349481525762,-0.12862989446577616,0.3646333892810338
XGBoost,0.5256,0.23350128504842527,-0.1404260262237002,0.3739273112721255
XGBoost,0.5306,0.23094621800402645,-0.15247134229015175,0.3834175602941782
XGBoost,0.5355,0.21194315832559685,-0.1647738226945516,0.37671698102014844
XGBoost,0.5405,0.20927722546679936,-0.17734179188602545,0.3866190173528248
XGBoost,0.5455,0.20655313396918915,-0.19018393751761647,0.3967370714868056
XGBoost,0.5504,0.20376895970583725,-0.20330933047341831,0.40707829017925556
XGBoost,0.5554,0.2009226927259714,-0.21672744623564294,0.41765013896161435
XGBoost,0.5603,0.19801223241590213,-0.2304481876973981,0.4284604201133002
XGBoost,0.5653,0.19503538232880052,-0.2444819095365915,0.439517291865392
XGBoost,0.5703,0.19198984465658395,-0.25883944427704103,0.45082928893362495
XGBoost,0.5752,0.1888732143146698,-0.27353213017463623,0.46240534448930604
XGBoost,0.5802,0.18568297260759428,-0.28857184107942085,0.47425481368701516
XGBoost,0.5851,0.1824164804404347,-0.30397101843888746,0.4863874988793222
XGBoost,0.5901,0.17907097103757919,-0.31974270562377777,0.49881367666135695
XGBoost,0.595,0.17564354212662311,-0.3359005847754278,0.5115441269020509
XGBoost,0.6,0.1557377049180328,-0.3524590163934425,0.5081967213114753
KNN,0.01,0.4543798642159298,0.453551912568306,0.0008279516476237814
KNN,0.015,0.45204617351148607,0.4508014913809259,0.0012446821305601707
KNN,0.0199,0.4496888717718777,0.44802324290210177,0.001665628869775948
KNN,0.0249,0.447307598849464,0.4452167426721142,0.0020908561773498313
KNN,0.0298,0.44490198723455615,0.4423815575545442,0.0025204296800119264
KNN,0.0348,0.4424716618663348,0.4395172455134262,0.0029544163529086065
KNN,0.0397,0.4400162399379095,0.4366233553834964,0.0033928845544131114
KNN,0.0447,0.4375353306953081,0.4336994266332876,0.003835904062020501
KNN,0.0497,0.4350285352301736,0.4307449891208076,0.004283546109365988
KNN,0.0546,0.43249544626593805,0.42775956284153005,0.004735883424408005
KNN,0.0596,0.42993564793723293,0.4247426576684133,0.005192990268819642
KNN,0.0645,0.42734871556228393,0.4216937730836519,0.005654942478632019
KNN,0.0695,0.4345291234179136,0.41861239790185256,0.015916725516061048
KNN,0.0745,0.4326416155891012,0.4154980099843121,0.017143605604789114
KNN,0.0794,0.4307337767768292,0.41235007594406325,0.01838370083276597
KNN,0.0844,0.42880527671457114,0.4091680508413375,0.019637225873233632
KNN,0.0893,0.42685577794350565,0.40595137786907937,0.020904400074426288
KNN,0.0943,0.4248849356156591,0.4026994880281326,0.022185447587526497
KNN,0.0992,0.4228923972905474,0.3994117997916982,0.023480597498849176
KNN,0.1042,0.4208778027250638,0.3960877187586504,0.024790083966413412
KNN,0.1092,0.41884078365635163,0.3927266372952753,0.02611414636107634
KNN,0.1141,0.4167809635773845,0.38932793416497946,0.027453029412405017
KNN,0.1191,0.414697957504969,0.385890974145494,0.028806983359475014
KNN,0.124,0.41259137173986893,0.3824151076330788,0.03017626410679014
KNN,0.129,0.4104608036187358,0.37889967023320914,0.031561133385526685
KNN,0.1339,0.3995189814623345,0.3753439823372029,0.024174999125131602
KNN,0.1389,0.397666170186556,0.37174734868422105,0.025918821502334932
KNN,0.1439,0.39579189918064966,0.36810905790804993,0.027682841272599734
KNN,0.1488,0.3938957934448888,0.36442838206804357,0.02946741137684522
KNN,0.1538,0.39197746919107235,0.36070457616357626,0.031272893027496085
KNN,0.1587,0.3900365335835499,0.35693687763132687,0.03309965595222303
KNN,0.1637,0.38807258447103476,0.3531245058246798,0.03494807864635496
KNN,0.1687,0.38608521010882013,0.3492666614744985,0.03681854863432166
KNN,0.1736,0.38407398887099625,0.3453625261304874,0.03871146274050885
KNN,0.1786,0.3820384889522452,0.3414112615823236,0.04062722736992158
KNN,0.1835,0.3799782680587707,0.33741200925969667,0.04256625879907405
KNN,0.1885,0.37789287308789854,0.33336388961035657,0.04452898347754197
KNN,0.1934,0.3757818397958591,0.3292660014552212,0.04651583834063788
KNN,0.1984,0.373644692453242,0.3251174213195527,0.04852727113368932
KNN,0.2034,0.3965898872518503,0.32091720273915747,0.07567268451269282
KNN,0.2083,0.3951722781856369,0.3166643755405173,0.07850790264511959
KNN,0.2133,0.3937368013700309,0.3123579450936993,0.08137885627633162
KNN,0.2182,0.3922831168510775,0.30799689153683896,0.08428622531423852
KNN,0.2232,0.3908108759957722,0.3035801689709231,0.08723070702484909
KNN,0.2282,0.3893197212133111,0.29910670462353983,0.09021301658977127
KNN,0.2331,0.38780928566552775,0.2945753979801899,0.09323388768533786
KNN,0.2381,0.3862791929660252,0.2899851198816823,0.0962940730843429
KNN,0.243,0.38472905686748393,0.2853347115860583,0.09939434528142566
KNN,0.248,0.38315848093660065,0.28062298379340855,0.1025354971431921
KNN,0.2529,0.38156705821608367,0.27584871563185753,0.10571834258422613
KNN,0.2579,0.3799543708730979,0.27101065360290033,0.10894371727019758
KNN,0.2629,0.37831998983352394,0.2661075104841784,0.11221247934934553
KNN,0.2678,0.33947577860856115,0.2611379641876751,0.07833781442088605
KNN,0.2728,0.33810196744043314,0.2561006565712056,0.08200131086922752
KNN,0.2777,0.3367092953394558,0.25099419220095553,0.08571510313850028
KNN,0.2827,0.33529737121084086,0.2458171370627007,0.08948023414814016
KNN,0.2876,0.33386579307170605,0.24056801721920645,0.0932977758524996
KNN,0.2926,0.3324141476695138,0.2352453174111681,0.09716883025834572
KNN,0.2976,0.33094201008435004,0.22984747959890092,0.10109453048544911
KNN,0.3025,0.32944894331424057,0.2243729014418329,0.10507604187240768
KNN,0.3075,0.32793449784265394,0.21881993471268207,0.10911456312997186
KNN,0.3124,0.3263982111872924,0.21318688364302288,0.11321132754426952
KNN,0.3174,0.32483960742921836,0.20747200319675158,0.11736760423246678
KNN,0.3224,0.3232581967213115,0.20167349726775957,0.12158469945355194
KNN,0.3273,0.32165347477498696,0.19578951679790296,0.125863957977084
KNN,0.3323,0.320024922324048,0.1898181578111267,0.1302067645129213
KNN,0.3372,0.2939262991392767,0.1837574593593525,0.1101688397799242
KNN,0.3422,0.29243489114318505,0.17760540137547431,0.11482948976771074
KNN,0.3471,0.2909208307924095,0.17135990242852528,0.11956092836388421
KNN,0.3521,0.2893835980523485,0.1650188173757734,0.12436478067657508
KNN,0.3571,0.2878226568475995,0.15857993490618388,0.12924272194141562
KNN,0.362,0.2862374544386671,0.15204097496933783,0.13419647946932928
KNN,0.367,0.28462742076937975,0.14539958608352754,0.1392278346858522
KNN,0.3719,0.28299196778339775,0.13865334251635175,0.144338625267046
KNN,0.3769,0.28133048870809063,0.13179974133070982,0.1495307473773808
KNN,0.3818,0.2796423573039517,0.12483619928863687,0.15480615801531483
KNN,0.3868,0.2779269270775998,0.1177600496049353,0.1601668774726645
KNN,0.3918,0.2761835304562894,0.11056853854202991,0.1656149919142595
KNN,0.3967,0.2744114779217161,0.10325882183691504,0.17115265608480107
KNN,0.4017,0.26722232455332473,0.09582796095045126,0.17139436360287347
KNN,0.4066,0.26561973992445226,0.0882729191286239,0.17734682079582836
KNN,0.4116,0.2639901480139164,0.08059055726466907,0.18339959074924733
KNN,0.4166,0.2623328603169131,0.0727776295502251,0.189555230766688
KNN,0.4215,0.26064716472504545,0.064830778902849,0.19581638582219646
KNN,0.4265,0.258932324506095,0.05674653215636821,0.20218579234972678
KNN,0.4314,0.25718757723041435,0.04852129499958807,0.20866628223082628
KNN,0.4364,0.25541213364065435,0.04015134664786241,0.21526078699279194
KNN,0.4413,0.25360517646130476,0.03163283423092855,0.2219723422303762
KNN,0.4463,0.25176585914427674,0.022961766879224965,0.22880409226505177
KNN,0.4513,0.24989330454648156,0.014134009489619181,0.23575929505686238
KNN,0.4562,0.24798660353506563,0.00514527615008703,0.2428413273849786
KNN,0.4612,0.24604481351564178,-0.004008876798625549,0.25005369031426733
KNN,0.4661,0.244066956878511,-0.013333058087956429,0.2574000149664674
KNN,0.4711,0.25665348731813276,-0.02283204925846638,0.27948553657659914
KNN,0.4761,0.25489371212220807,-0.032510812836052394,0.28740452495826047
KNN,0.481,0.2531003142784337,-0.042374500976811336,0.29547481525524505
KNN,0.486,0.2512723208901824,-0.05242846461219347,0.3037007855023759
KNN,0.4909,0.24940872115993484,-0.06267826312855512,0.31208698428848997
KNN,0.4959,0.24750846452550834,-0.07312967461790082,0.32063813914340916
KNN,0.5008,0.24557045868521277,-0.08378870673952649,0.32935916542473925
KNN,0.5058,0.24359356750413247,-0.09466160823546804,0.3382551757396005
KNN,0.5108,0.24157660879310244,-0.10575488114613335,0.3473314899392358
KNN,0.5157,0.23951835195125493,-0.11707529377629472,0.35659364572754965
KNN,0.5207,0.23741751546225828,-0.12862989446577616,0.3660474099280344
KNN,0.5256,0.23527276423354482,-0.1404260262237002,0.375698790457245
KNN,0.5306,0.23308270676691728,-0.15247134229015175,0.385554049057069
KNN,0.5355,0.21947103192376027,-0.1647738226945516,0.38424485461831187
KNN,0.5405,0.21794764171873313,-0.17734179188602545,0.39528943360475854
KNN,0.5455,0.216391018005813,-0.19018393751761647,0.4065749555234295
KNN,0.5504,0.21480006128389761,-0.20330933047341831,0.41810939175731593
KNN,0.5554,0.21317362300968856,-0.21672744623564294,0.4299010692453315
KNN,0.5603,0.21151050283250614,-0.2304481876973981,0.4419586905299042
KNN,0.5653,0.20980944563987663,-0.2444819095365915,0.4542913551764681
KNN,0.5703,0.20806913839861002,-0.25883944427704103,0.46690858267565105
KNN,0.5752,0.2062882067746591,-0.27353213017463623,0.4798203369492953
KNN,0.5802,0.20446521151347308,-0.28857184107942085,0.49303705259289393
KNN,0.5851,0.20259864456081045,-0.30397101843888746,0.5065696629996979
KNN,0.5901,0.20068692490203588,-0.31974270562377777,0.5204296305258136
KNN,0.595,0.19872839409577525,-0.3359005847754278,0.5346289788712031
KNN,0.6,0.19672131147540983,-0.3524590163934425,0.5491803278688523
MLP,0.01,0.453551912568306,0.453551912568306,0.0
MLP,0.015,0.4508014913809259,0.4508014913809259,0.0
MLP,0.0199,0.44802324290210177,0.44802324290210177,0.0
MLP,0.0249,0.4452167426721142,0.4452167426721142,0.0
MLP,0.0298,0.4423815575545442,0.4423815575545442,0.0
MLP,0.0348,0.4395172455134262,0.4395172455134262,0.0
MLP,0.0397,0.4366233553834964,0.4366233553834964,0.0
MLP,0.0447,0.4336994266332876,0.4336994266332876,0.0
MLP,0.0497,0.4307449891208076,0.4307449891208076,0.0
MLP,0.0546,0.42775956284153005,0.42775956284153005,0.0
MLP,0.0596,0.4247426576684133,0.4247426576684133,0.0
MLP,0.0645,0.4216937730836519,0.4216937730836519,0.0
MLP,0.0695,0.41861239790185256,0.41861239790185256,0.0
MLP,0.0745,0.4154980099843121,0.4154980099843121,0.0
MLP,0.0794,0.41235007594406325,0.41235007594406325,0.0
MLP,0.0844,0.4091680508413375,0.4091680508413375,0.0
MLP,0.0893,0.40595137786907937,0.40595137786907937,0.0
