model,threshold,net_benefit,treat_all_nb,advantage
Random Forest,0.4265,0.27952921395544345,0.05674653215636821,0.22278268179907523
Random Forest,0.4314,0.2775352170689513,0.04852129499958807,0.22901392206936322
Random Forest,0.4364,0.27550613868065416,0.04015134664786241,0.23535479203279175
Random Forest,0.4413,0.27344104476139747,0.03163283423092855,0.24180821053046891
Random Forest,0.4463,0.2713389678276511,0.022961766879224965,0.24837720094842614
Random Forest,0.4513,0.26919890543017094,0.014134009489619181,0.25506489594055176
Random Forest,0.4562,0.26701981855998136,0.00514527615008703,0.26187454240989433
Random Forest,0.4612,0.264800629966354,-0.004008876798625549,0.26880950676497956
Random Forest,0.4661,0.26254022238106167,-0.013333058087956429,0.2758732804690181
Random Forest,0.4711,0.2602374366427562,-0.02283204925846638,0.2830694859012226
Random Forest,0.4761,0.25789106971485665,-0.032510812836052394,0.29040188255090904
Random Forest,0.481,0.25549987258982415,-0.042374500976811336,0.2978743735666355
Random Forest,0.486,0.2530625480721558,-0.05242846461219347,0.30549101268434925
Random Forest,0.4909,0.2505777484318257,-0.06267826312855512,0.3132560115603808
Random Forest,0.4959,0.248044072919257,-0.07312967461790082,0.3211737475371578
Random Forest,0.5008,0.24546006513219623,-0.08378870673952649,0.32924877187172275
Random Forest,0.5058,0.2428242102240892,-0.09466160823546804,0.3374858184595573
Random Forest,0.5108,0.2401349319427158,-0.10575488114613335,0.34588981308884914
Random Forest,0.5157,0.2373905894869191,-0.11707529377629472,0.3544658832632138
Random Forest,0.5207,0.23458947416825693,-0.12862989446577616,0.3632193686340331
Random Forest,0.5256,0.23172980586330566,-0.1404260262237002,0.37215583208700587
Random Forest,0.5306,0.22880972924113557,-0.15247134229015175,0.3812810715312873
Random Forest,0.5355,0.22582730974915985,-0.1647738226945516,0.3906011324437114
Random Forest,0.5405,0.22278052933910558,-0.17734179188602545,0.40012232122513103
Random Forest,0.5455,0.23934001921509077,-0.19018393751761647,0.42952395673270727
Random Forest,0.5504,0.23655584495173887,-0.20330933047341831,0.4398651754251572
Random Forest,0.5554,0.2541866640227296,-0.21672744623564294,0.47091411025837254
Random Forest,0.5603,0.2516919837569559,-0.2304481876973981,0.482140171454354
Random Forest,0.5653,0.24914039796801168,-0.2444819095365915,0.4936223075046032
Random Forest,0.5703,0.24652993710611176,-0.25883944427704103,0.5053693813831528
Random Forest,0.5752,0.26605697977979925,-0.27353213017463623,0.5395891099544354
Random Forest,0.5802,0.2637782357033167,-0.28857184107942085,0.5523500767827376
Random Forest,0.5851,0.2614450270124885,-0.30397101843888746,0.5654160454513759
Random Forest,0.5901,0.24266193481606946,-0.31974270562377777,0.5624046404398473
Random Forest,0.595,0.24021377130824373,-0.3359005847754278,0.5761143560836715
Random Forest,0.6,0.2213114754098361,-0.3524590163934425,0.5737704918032787
Gradient Boosting,0.01,0.453551912568306,0.453551912568306,0.0
Gradient Boosting,0.015,0.4508014913809259,0.4508014913809259,0.0
Gradient Boosting,0.0199,0.44802324290210177,0.44802324290210177,0.0
Gradient Boosting,0.0249,0.4452167426721142,0.4452167426721142,0.0
Gradient Boosting,0.0298,0.4423815575545442,0.4423815575545442,0.0
Gradient Boosting,0.0348,0.4395172455134262,0.4395172455134262,0.0
Gradient Boosting,0.0397,0.4366233553834964,0.4366233553834964,0.0
